text,text_clean,label
"The point of Wolfe's original novel -- indeed the point of the whole story -- is that things take place because of a carefully calculated sense of expediency. The goal is survival within a particular kind of life style. The novel is full of malice. The only relationship that rings emotionally true is that between Sherman and his daughter, Campbell, and that's only touched upon. That aside, everyone is out for what he can get in the way of publicity, power, money or self aggrandizement.<br /><br />Wolfe was criticized for hitting every character and every social segment of New York City over the head. His response was a denial. After all, he lived in New York himself and belonged to a neighborhood improvement committee and other admirable organizations, exactly the qualifications one would want on his resume in order to deny that he disliked New Yorkers. (Wolfe has a PhD in American Studies from Yale and is no dummy.) Those supposed weaknesses are what made the novel memorable. Nobody was any good. And Sherman McCoy wound up broke, a professional protester for social justice. The movie throws all of that away and imposes a moral frame on the story that simply doesn't fit. Wolfe did his homework. The novel was rooted in reality. Every event was not only possible but thoroughly believable. Wolfe might have made a great cultural anthropologist -- he knows how to get inside a system and record its details.<br /><br />Yes, any of us might have found ourselves, as Sherman and his mistress do, stuck in the South Bronx, threatened by a couple of black kids, and making a getaway after bumping into one of them. That scene is transferred neatly from print to celluloid. <br /><br />But after that scene the movie seems not to trust its audience and at times become frantic in its attempt to spell out its message, however nebulous the message is. <br /><br />Sherman might accidentally hit some kid and be arrested for it as he is in the novel, but he would not immediately upon his release from jail go back to his phenomenally expensive condo, take out a shotgun, and start shooting into the ceiling with it, as he does in the movee. In what's supposed to be a funny scene, ceiling plaster falls all over the party guests and they scurry away, shrieking. It simply would not have happened. The movie has left the novel's unspeakably detailed reality in the dust. Wolfe's sensibility, the work he put into capturing the real, has been lost. What we get instead is a noisy, fantastic, and silly scene that doesn't do anything except wake the audience up. Similar empty scenes follow, screaming out for Wolfe's verisimilitude.<br /><br />The movie also fails because it thrusts a lot of sin and redemption into an entertaining story of moral nihilism. Here we see ""Don Juan in Hell"" at the opera. We get lectures on redemption from a poet with AIDs. We see a lot of guilt in Sherman. A black judge who preaches from the bench and gives one of those final speeches about how we all have to start behaving nicely again. A reporter who feels sorry for Sherman after turning him into a sacrificial lamb. And a happy ending in which Sherman gets off by breaking the law with an idiotic grin. The scene sits on the movie like a jester's cap on a circus elephant's head. <br /><br />The movie not only makes points that are already trite and unoriginal, it overstates them, as if the audience were incapable of absorbing any subtleties.<br /><br />It's not the acting or the direction that's poor. The film's not bad in those respects. And the photography is pretty good too, including two rather spectacular shots -- the gargoyles of the Chrysler building and the landing of the Concorde. It's the script that is thoroughly botched.<br /><br />The first half of the movie, roughly, is okay in conception and execution. It keeps some of the little details from the novel. Sherman and Judy's dog is named Marshall. Who the hell would name a dog Marshall? It loses its focus almost completely in the second half and on the whole is barely worth watching.<br /><br />Wolfe's cynical redneck right-wingism may be offensive to a lot of people, but he's got the cojones to lay his percepts out. Alas the writers and producers did not have the courage to pick them up and thus blew the chance to make a fascinating study of New Yorkers.",point wolfe original novel indeed point whole story thing take place carefully calculated sense expediency goal survival within particular kind life style novel full malice relationship ring emotionally true sherman daughter campbell touched upon aside everyone get way publicity power money self aggrandizement wolfe criticized hitting every character every social segment new york city head response denial lived new york belonged neighborhood improvement committee admirable organization exactly qualification one would want resume order deny disliked new yorkers wolfe phd american study yale dummy supposed weakness made novel memorable nobody good sherman mccoy wound broke professional protester social justice movie throw away imposes moral frame story simply fit wolfe homework novel rooted reality every event possible thoroughly believable wolfe might made great cultural anthropologist know get inside system record detail yes u might found sherman mistress stuck south bronx threatened couple black kid making getaway bumping one scene transferred neatly print celluloid scene movie seems trust audience time become frantic attempt spell message however nebulous message sherman might accidentally hit kid arrested novel would immediately upon release jail go back phenomenally expensive condo take shotgun start shooting ceiling movee supposed funny scene ceiling plaster fall party guest scurry away shrieking simply would happened movie left novel unspeakably detailed reality dust wolfe sensibility work put capturing real lost get instead noisy fantastic silly scene anything except wake audience similar empty scene follow screaming wolfe verisimilitude movie also fails thrust lot sin redemption entertaining story moral nihilism see juan hell opera get lecture redemption poet aid see lot guilt sherman black judge preaches bench give one final speech start behaving nicely reporter feel sorry sherman turning sacrificial lamb happy ending sherman get breaking law idiotic grin scene sits movie like jester cap circus elephant head movie make point already trite unoriginal overstates audience incapable absorbing subtlety acting direction poor film bad respect photography pretty good including two rather spectacular shot gargoyle chrysler building landing concorde script thoroughly botched first half movie roughly okay conception execution keep little detail novel sherman judy dog named marshall hell would name dog marshall loses focus almost completely second half whole barely worth watching wolfe cynical redneck right wingism may offensive lot people got cojones lay percept ala writer producer courage pick thus blew chance make fascinating study new yorkers,0
"This is a great story and was just the beginning of equality in the United States. (We are still working on it too.) However despite the fact this is true, it's still a movie and this is a movie site. I realize independent films have a hard time getting good actors, but wow. The only one even mediocre is the excellent Ossie Davis. But even he couldn't make up for all the actors (including the one playing him as a young man) absolutely atrocious acting. Granted the script was terribly cliché, but even then you have got to get some decent actors! I wouldn't recommend this to anybody because it is so poorly done in every category. Read some books about the true story of the U.S.S Mason, because they give these men the respect they deserve.",great story beginning equality united state still working however despite fact true still movie movie site realize independent film hard time getting good actor wow one even mediocre excellent ossie davis even make actor including one playing young man absolutely atrocious acting granted script terribly clich even got get decent actor recommend anybody poorly done every category read book true story mason give men respect deserve,0
"Who'd a thought suicide could be dealt with in a way that's palpable by everyone? I saw the film at SXSW at it's premier and it turned out to be the best film there by far. Yes, its warped and it's bizarre, but it makes sense in the world the filmmaker (Michael Parness) creates. If you didn't laugh (most everyone did), then you just ain't getting it and thats a darn shame. Particularly of note, Guillermo Diaz as Hector steals a bunch of scenes and the chemistry between Natasha Lyonne and David Krumholtz is intense. The film reminds one of Harold and Maude, but not really, it takes one bizarre spin after another, and they do all make sense in this crazy mixed up world we all live in. I stayed (as did most) for the Q & A afterward and what was great was hearing that the same things I thought in my head as to why things ""happened"" are the reasons they did. I don't think you can say much bad about the film, unless you didn't get it. I think I got it and it seemed like most everyone else did as well. The film is dubbed a suicidal comedy, but its got a lot of heart, a lot of laughs and offers a lot of hope, yet it doesn't shy away from the horrors of suicide as well. A nice little movie that should get attention when it gets a release, which will hopefully happen sooner rather than later.",thought suicide could dealt way palpable everyone saw film sxsw premier turned best film far yes warped bizarre make sense world filmmaker michael parness creates laugh everyone getting thats darn shame particularly note guillermo diaz hector steal bunch scene chemistry natasha lyonne david krumholtz intense film reminds one harold maude really take one bizarre spin another make sense crazy mixed world live stayed afterward great hearing thing thought head thing happened reason think say much bad film unless get think got seemed like everyone else well film dubbed suicidal comedy got lot heart lot laugh offer lot hope yet shy away horror suicide well nice little movie get attention get release hopefully happen sooner rather later,1
"The plot here is simple. Country boy, Lem (Farrell) goes to the city to sell the wheat crop, falls in love with a waitress, Kate (Duncan) and marries her, bringing her home to a hostile father and a group of woman-hungry reapers. There are shades of THEY KNEW WHAT THEY WANTED and MICE AND MEN here. The courtship, taking place in two lengthy sequences set in the restaurant, consume the first half hour and are lethargically paced. Lem is so weak he allows his father to mistreat his wife, who is propositioned by Mac (Richard Alexander) , one of the reapers, to come away with him. Duncan and Alexander are the only good things in this tedious potboiler, which lacks the insights and the cinematic beauty we expect from Murnau. Farrell's character has no backbone so we wind up rooting for a ""real man"" (Mac) to take Kate away from it all. With audience sympathy skewed, the film loses its narrative progression. The father's conversion at film's end is unrealistic and unbelievable, making for a contrived denouement. This film is for fans of the stars and the director only - general audiences need not bother.",plot simple country boy lem farrell go city sell wheat crop fall love waitress kate duncan marries bringing home hostile father group woman hungry reaper shade knew wanted mouse men courtship taking place two lengthy sequence set restaurant consume first half hour lethargically paced lem weak allows father mistreat wife propositioned mac richard alexander one reaper come away duncan alexander good thing tedious potboiler lack insight cinematic beauty expect murnau farrell character backbone wind rooting real man mac take kate away audience sympathy skewed film loses narrative progression father conversion film end unrealistic unbelievable making contrived denouement film fan star director general audience need bother,0
"Why is this film so bad? Well, if being so stupidly annoying and unfunny is a reason, then this film is it. The character of Corky Romano is unlikable at best and downright infuriating at worst. The gags are predictable but that isn't what makes it bad. They are the lame sort of predictable jokes that your unfunny friend would say.<br /><br />Corky Romano is about a mild mannered vet that tries to do right but is so clumsy. His quiet life is thrown for a loop when the family that once spurned him now needs him to infiltrate the FBI to destroy any trace of the family's crime history. However, it isn't that easy for Corky because the FBI believes him to be a super agent and pegs him with the duty of spying on his very own family. Mishaps and mayhem ensue but it really doesn't feel like any comic hijixn are there. Corky ends up in love with his beautiful FBI partner and has to set the record straight with both the FBI and his family if he is to settle down to the quiet life again.<br /><br />I think what makes this film irritating is both the lead actor and the supposed jokes. Chris Kattan reveals his alarming limitations as and actor here as his one note slapstick routine falls flat about 10 minutes into the film. It is okay to have a full movie based solely off of dumb, slap stick humor. Will Ferrel, Kattan's SNL partner, seems to have made a full career out of it. The only difference between Kattan and Ferrel is that Ferrel knows when to tone it down and rely on other ways of telling a joke. There is absolutely no diversity in Kattan's routine. It's hard to hear the same joke twice, but for a whole movie that is just pure torture.<br /><br />The other problem with the movie was the lack of truly original and FUNNY jokes. The gay mafia brother, the awkward guy sch-tick, and plenty of other forgettable jokes appear none as funny as the first time you barely laughed at it. It seems as if the screenwriters had more of a fun time writing this than any one had watching it. Even with a cast that has some comedic talent (Chris Penn, Peter Falk) the jokes that commence are tired. There is no chemistry too. This film was obviously one for the pocketbooks for the actors. No body seemed to care about it, or even try. Sad thing is, no body told Chris Kattan that.",film bad well stupidly annoying unfunny reason film character corky romano unlikable best downright infuriating worst gag predictable make bad lame sort predictable joke unfunny friend would say corky romano mild mannered vet try right clumsy quiet life thrown loop family spurned need infiltrate fbi destroy trace family crime history however easy corky fbi belief super agent peg duty spying family mishap mayhem ensue really feel like comic hijixn corky end love beautiful fbi partner set record straight fbi family settle quiet life think make film irritating lead actor supposed joke chris kattan reveals alarming limitation actor one note slapstick routine fall flat minute film okay full movie based solely dumb slap stick humor ferrel kattan snl partner seems made full career difference kattan ferrel ferrel know tone rely way telling joke absolutely diversity kattan routine hard hear joke twice whole movie pure torture problem movie lack truly original funny joke gay mafia brother awkward guy sch tick plenty forgettable joke appear none funny first time barely laughed seems screenwriter fun time writing one watching even cast comedic talent chris penn peter falk joke commence tired chemistry film obviously one pocketbook actor body seemed care even try sad thing body told chris kattan,0
"I saw this film at a pre-release screening at the Writers Guild theater in Beverly Hills. As I recall, the film's producers and director were in attendance, presumably to gage our reaction.<br /><br />Many scenes evoked gales of laughter from the audience, which would have been fine if it had been a comedy, but it was supposed to be a horror film.<br /><br />If the audience wasn't scared, it seems the filmmakers were. They delayed release for over a year. Out of curiosity I saw it again to see if they'd re-cut it; as far as I can tell, they hadn't. It was the same lousy movie, just a year older.<br /><br />It almost qualifies as ""so bad, it's good,"" but it's slow-paced and boring.",saw film pre release screening writer guild theater beverly hill recall film producer director attendance presumably gage reaction many scene evoked gale laughter audience would fine comedy supposed horror film audience scared seems filmmaker delayed release year curiosity saw see cut far tell lousy movie year older almost qualifies bad good slow paced boring,0
"Expecting to see another Nunsploitation movie with a mean Mother Superior abusing and torturing her charges, Flavia turned out to be MUCH more than I had anticipated.<br /><br />It actually has a feminist storyline, though I don't think such a term existed in the era in which the movie is set. It certainly wasn't practiced. Women (and the Jews and the poor) are very downtrodden and locked into menial spots in society. Throughout the story, Sister Flavia (Florinda Bolkan) witnesses the tyranny of her time until she just can't sit there any longer and actually does something about it, albeit with disastrous results.<br /><br />The pre-credit sequence has Flavia as a young adolescent near a battlefield. She sees an injured ""evil"" Muslim soldier (one of the few still alive) and tries to assist him. Before she can, her hate-filled father beheads the soldier and waves his head in her face (great family dynamics, huh?). After this, her father forces her to join a convent where she witnesses even more injustice. Though scenes do involve violence, rape and nuns, I would consider this more of a historical drama than Nunsploitation. <br /><br />Indeed, many of the ingredients for a trashy exploitation piece are there, but the acting, camera-work, storyline and music are too good to keep it down in that level. Most ""nun"" films I've seen usually have the basic premise of: A good girl somehow winds up in a convent, where the Mother Superior is a supreme bitch that likes to whip people and/or make their lives a living hell.<br /><br />Flavia spends much of the first part of he movie passively questioning all of the atrocities happening around her. Much of her passivity is forgotten when she becomes acquainted with the strong-spirited (but slightly loony- she likes to pee outside like me, but it's a lot easier for guys) Sister Agatha. When a group of Muslims attack their abbey, Flavia and Agatha do not cower in fear like the other nuns. Their attackers actually function as their liberators (of the cruelty and near-slavery of the abbey). In fact, it is a Christian, not a Muslim invader, that impales dear Sister Agatha. <br /><br />It is Agatha's death that sends Flavia on her violent crusade against those who have oppressed her... Her father treats her like dirt. Her Muslim lover deserts her at a very inopportune time. I don't want to give out too much of the rest of the story, but be prepared to be shocked, devastated and saddened at the conclusion. This is a great film, so don't be put off by its (undeserved) reputation as a trash epic. Plus, how on Earth could a movie featuring Florinda Bolkan and Claudio Cassinelli go wrong? I am not familiar with María Casares' other works, but Sister Agatha is a hell of a character.<br /><br />I have read many great reviews of the Synapse (US) release, but I love my German X-Rated Kult DVD copy. It isn't anamorphic/16:9, but actually has a little more picture information on all of the edges than Synapse's release.<br /><br />And there are also many great, wise or funny lines of dialogue (many from Sister Agatha)<br /><br />""Why is God male? The Father, the Son, and the Holy Spirit They're all male!"" -Flavia<br /><br />""These men are afraid- look at them, Sister- Afraid their power will be taken away from them!"" -Sr. Agatha (regarding Christians fleeing after the Muslims arrive)<br /><br />""Woman, where are you going? The Moslems can do nothing to you that the Christians haven't done! Ha Ha Ha!"" -Sr. Agatha (to a group of fleeing Christian women)<br /><br />""Lord bless these Moslems- For putting fear into these pompous Christians."" -Flavia<br /><br />""Does it take the mere sight of a Moslem to make you $h!t your underclothing?"" -Sr. Agatha<br /><br />Closing message: ""Flavia Gaetani, not yet a Muslim - no longer a Christian - was punished as a runaway nun. The idea for the film came from events which occurred during the Musalman invasions of Italy culminating in what even today is remembered as THE MARTYRDOM OF THE 800 AT OTRANTO""",expecting see another nunsploitation movie mean mother superior abusing torturing charge flavia turned much anticipated actually feminist storyline though think term existed era movie set certainly practiced woman jew poor downtrodden locked menial spot society throughout story sister flavia florinda bolkan witness tyranny time sit longer actually something albeit disastrous result pre credit sequence flavia young adolescent near battlefield see injured evil muslim soldier one still alive try assist hate filled father beheads soldier wave head face great family dynamic huh father force join convent witness even injustice though scene involve violence rape nun would consider historical drama nunsploitation indeed many ingredient trashy exploitation piece acting camera work storyline music good keep level nun film seen usually basic premise good girl somehow wind convent mother superior supreme bitch like whip people make life living hell flavia spends much first part movie passively questioning atrocity happening around much passivity forgotten becomes acquainted strong spirited slightly loony like pee outside like lot easier guy sister agatha group muslim attack abbey flavia agatha cower fear like nun attacker actually function liberator cruelty near slavery abbey fact christian muslim invader impales dear sister agatha agatha death sends flavia violent crusade oppressed father treat like dirt muslim lover desert inopportune time want give much rest story prepared shocked devastated saddened conclusion great film put undeserved reputation trash epic plus earth could movie featuring florinda bolkan claudio cassinelli go wrong familiar mar casares work sister agatha hell character read many great review synapse u release love german rated kult dvd copy anamorphic actually little picture information edge synapse release also many great wise funny line dialogue many sister agatha god male father son holy spirit male flavia men afraid look sister afraid power taken away sr agatha regarding christian fleeing muslim arrive woman going moslem nothing christian done ha ha ha sr agatha group fleeing christian woman lord bless moslem putting fear pompous christian flavia take mere sight moslem make underclothing sr agatha closing message flavia gaetani yet muslim longer christian punished runaway nun idea film came event occurred musalman invasion italy culminating even today remembered martyrdom otranto,1
"As I mentioned in other comments, I became a real big fan of David Bradley ever since I saw him in ""American Ninja 3"". The guy is great doing martial arts, has some kind of charisma and is a cool looking dude on screen. Sadfully, he went to the DTV department ever since his debut and has remained as one of the king of TV movies until 2001 where he apparently stopped making movies. Now, one thing is watching Cyborg Cop or Hard Justice which are crappy clichéd movies but real fun to watch (coz they're entertainingly bad if that has any sort of meaning) but another thing is watching a tasteless piece of boredom like Total Reality. I mean, this and Crisis are the two biggest pieces of horse-dung this guy ever did. I wouldn't recommend this not even to the biggest Bradly hardcore fans. If I had known this and Crisis were going to be so f*****g crap, I wouldn't have spent the 3 or 4 euros they cost me. Total Reality is just as boring as Crisis although funnily, it starts promising. A group of military prisoners in the future are given a chance to stop some kind of disaster in the past (I'm sorry, I didn't really pay much attention to this atrociousness) and they only have 24 hours to get back or something like that. If they don't, they're stranded there forever. The poor director who oversaw this, ""tries"" some humorous (?) clichés like the convicts arriving on Earth and not knowing what a truck is for example (wow, hilarious...). The movie follows up with David Bradley teaming up with some Earth girl for the rest of the flick. This bored me so much that I had to force myself to watch it in like 3 or 4 installments to at least make use of the 4 or 5 euros it cost me. That's coz every time I tried, I fell asleep. And if you get a movie with David Bradley with just one crappy 10-second fight scene in it, then that's the final touch which would contribute to you throwing it off a hundred foot cliff so as never to see it again. I wish I could meet the ""director"" of this pile of poo on the street and I swear to God I'd ask him back for mi 5 euros. I'd also love to meet David Bradley to ask him why in God's name did he choose to star in this poor excuse for a movie. Don't even bother with this film, I mean it from the bottom of my heart, not renting borrowing it and specially not buying it.",mentioned comment became real big fan david bradley ever since saw american ninja guy great martial art kind charisma cool looking dude screen sadfully went dtv department ever since debut remained one king tv movie apparently stopped making movie one thing watching cyborg cop hard justice crappy clich movie real fun watch coz entertainingly bad sort meaning another thing watching tasteless piece boredom like total reality mean crisis two biggest piece horse dung guy ever recommend even biggest bradly hardcore fan known crisis going crap spent euro cost total reality boring crisis although funnily start promising group military prisoner future given chance stop kind disaster past sorry really pay much attention atrociousness hour get back something like stranded forever poor director oversaw try humorous clich like convict arriving earth knowing truck example wow hilarious movie follows david bradley teaming earth girl rest flick bored much force watch like installment least make use euro cost coz every time tried fell asleep get movie david bradley one crappy second fight scene final touch would contribute throwing hundred foot cliff never see wish could meet director pile poo street swear god ask back mi euro also love meet david bradley ask god name choose star poor excuse movie even bother film mean bottom heart renting borrowing specially buying,0
"That's the sound of Stan and Ollie spinning in their graves.<br /><br />I won't bother listing the fundamental flaws of this movie as they're so obvious they go without saying. Small things, like this being ""The All New Adventures of Laurel and Hardy"" despite the stars being dead for over thirty years when it was made. Little things like that. <br /><br />A bad idea would be to have actors playing buffoons whom just happen to be called Laurel and Hardy. As bad as that is, it might have worked. For a really bad idea, try casting two actors to impersonate the duo. Okay, they might claim to be nephews, but the end result is the same.<br /><br />Bronson Pinchot can be funny. Okay, forget his wacky foreigner ""Cousin Larry"" schtick in Perfect Strangers, and look at him in True Romance. Here though, he stinks. It's probably not all his fault, and, like the director and the support cast - all of who are better than the material - he was probably just desperate for money. There are those who claim Americans find it difficult to master an effective English accent. This cause is not helped here by Pinchot. What is Stan? Welsh? Iranian? Pakistani? Only in Stan's trademark yelp does he come close, though as the yelp is overdone to the point of tedium that's nothing to write home about. Gailard Sartain does slightly better as Ollie, though it's like saying what's worse - stepping in dog dirt or a kick in the knackers? <br /><br />Remember the originals with their split-second timing, intuitive teamwork and innate loveability? Well that's absent altogether, replaced with two stupid old men and jokes so mistimed you could park a bus through the gaps. Whereas the originals had plots that could be summed up in a couple of panels, this one has some long-winded Mummy hokum (and what a lousy title!) that's mixed in with the boys' fraternity scenario. I can't claim to have seen every single one of Laurel and Hardy's 108 movies, but I think it's a safe bet that even their nadir was leagues ahead of this.<br /><br />Maybe the major problem is that the originals were sort-of playing themselves, or at least using their own accents. It at least felt natural and unforced, as opposed to the contrived caricatures Pinchot and Sartain are given. And since when did Stan do malapropisms, and so many at that? ""I was gonna give you a standing cremation""; ""I would like to marinate my friend."" Stop it! <br /><br />Only notable moment is a reference to Bozo the Clown, the cartoon character who shared Larry Harmon's L & H comic. Harmon of course bought the name copyright (how disconcerting to see a ® after Laurel and Hardy) and was co-director and producer of this travesty. <br /><br />Questions abound. Would Stan and Ollie do fart gags if they were alive today? Would they glass mummies with broken bottles? Have Stan being smacked in the genitals with a spear and end on a big CGI-finale? Let's hope not.<br /><br />I did laugh once, but I think that was just in disbelief at how terrible it all is. Why was this film made in the first place? Who did the makers think would like it? Possibly the worst movie I've ever seen, an absolute abhorrence I grew sick of watching after just the first five minutes. About as much fun as having your head trapped in a vice while a red-hot poker and stinging nettles are forcibly inserted up your back passage.",sound stan ollie spinning graf bother listing fundamental flaw movie obvious go without saying small thing like new adventure laurel hardy despite star dead thirty year made little thing like bad idea would actor playing buffoon happen called laurel hardy bad might worked really bad idea try casting two actor impersonate duo okay might claim nephew end result bronson pinchot funny okay forget wacky foreigner cousin larry schtick perfect stranger look true romance though stink probably fault like director support cast better material probably desperate money claim american find difficult master effective english accent cause helped pinchot stan welsh iranian pakistani stan trademark yelp come close though yelp overdone point tedium nothing write home gailard sartain slightly better ollie though like saying worse stepping dog dirt kick knacker remember original split second timing intuitive teamwork innate loveability well absent altogether replaced two stupid old men joke mistimed could park bus gap whereas original plot could summed couple panel one long winded mummy hokum lousy title mixed boy fraternity scenario claim seen every single one laurel hardy movie think safe bet even nadir league ahead maybe major problem original sort playing least using accent least felt natural unforced opposed contrived caricature pinchot sartain given since stan malapropism many gon na give standing cremation would like marinate friend stop notable moment reference bozo clown cartoon character shared larry harmon comic harmon course bought name copyright disconcerting see laurel hardy co director producer travesty question abound would stan ollie fart gag alive today would glass mummy broken bottle stan smacked genitals spear end big cgi finale let hope laugh think disbelief terrible film made first place maker think would like possibly worst movie ever seen absolute abhorrence grew sick watching first five minute much fun head trapped vice red hot poker stinging nettle forcibly inserted back passage,0
"American expatriate Jules Dassin makes an award-winning French gangster film. The plot involves Tony the Stephanois, a hoodlum just out of prison, who takes his band of thieves on a $240 million jewel heist. Unfortunately, his ex-wife's relationship with a notorious gangster named Grutter, an Italian safe-cracker named Cesar with a weakness for women, and the missteps of his own friend Jo cause the successful heist to turn into a bloody race against time as Grutter holds Jo's son hostage for the cash in typical ""crime never pays"" tragedy fashion.<br /><br />The ""rififi"" in the title is explained in a song to mean slang for basically violence and sex, and the full title, ""Du rififi chez les hommes"" means roughly ""Some naughty in the house of men"", which is pretty much where the fatal flaw of the characters take place. Leave it to a gangster film to place most of the emphasis on the missteps on the women, but this time Jo's wife gets the last laugh (if you could call it a laugh) when she predicts ""All of you are just going to kill each other."" The characters aren't the most sympathetic and the women are mostly weak, but Dassin still builds an extremely well-crafted suspense film out of them as they pull off a heist that requires the utmost quiet, hide the goods, and then attempt to survive what basically becomes a cross-country cat and mouse game. In the mix are some very amazing photography and a fine attention to detail in editing, leading to a pacing and visual experience that well overstates the otherwise generic plot. It's not only easy to see why this is held as a classic, it's also easy to see why it's among the top 250 on the IMDb: it's suspenseful, visually magnificent, full of sex and violence, and maintains that classy gangster attitude we film buffs like so much.",american expatriate jules dassin make award winning french gangster film plot involves tony stephanois hoodlum prison take band thief million jewel heist unfortunately ex wife relationship notorious gangster named grutter italian safe cracker named cesar weakness woman misstep friend jo cause successful heist turn bloody race time grutter hold jo son hostage cash typical crime never pay tragedy fashion rififi title explained song mean slang basically violence sex full title du rififi chez le hommes mean roughly naughty house men pretty much fatal flaw character take place leave gangster film place emphasis misstep woman time jo wife get last laugh could call laugh predicts going kill character sympathetic woman mostly weak dassin still build extremely well crafted suspense film pull heist requires utmost quiet hide good attempt survive basically becomes cross country cat mouse game mix amazing photography fine attention detail editing leading pacing visual experience well overstates otherwise generic plot easy see held classic also easy see among top imdb suspenseful visually magnificent full sex violence maintains classy gangster attitude film buff like much,1
"Obviously, Ponyo can be seen as just not another stupid animated movie that a studio might put out to simply survive. It is far from it, and it can be easily described as a captivating, beautiful movie experience.<br /><br />Miyazaki has indeed another masterpiece. Now, to many, this has been said to be the least of his achievements in film-making, due to in part of his ""certain weirdness factor"" not being there. That is true-the morals and insights that are not quite so evident in his previous films are very up front in this picture. Ponyo is not too difficult to understand or comprehend. His idea, I believe, was to make a children's movie that was just as suitable for adults as their kids, and for it not to be too complicated. He accomplished this perfectly, and he also didn't lose any substance along the way, which is the reason it gets a 10.<br /><br />Besides that, the film itself is so engrossing from the start, and the way its presented is so beautiful, it left me in awe at times because I remembered how they were all hand-drawn by Miyazaki himself. I haven't been so enlightened and happy after seeing a film since I saw Once a while back (another film not to be missed). Everything about Ponyo was absolutely stunning and breathtaking; even the music for it was pure perfection. The only bad thing I have to say about it was its English dubbing. Don't get me wrong, they were good, too, but I had seen Ponyo about 2 weeks before it came out nationally, and I believed that, in some parts, I wish it had kept some of its Japanese dialogue (not all of it, though; did enjoy the ""English way"" too). All in all, everyone should see Ponyo; it's absolutely flawless and in another league of film-making altogether. Finally, and don't hold me to this, but I wouldn't be surprised if Ponyo got a Best Picture nomination, as there are now 10 films that can be nominated for it. It's just that good.",obviously ponyo seen another stupid animated movie studio might put simply survive far easily described captivating beautiful movie experience miyazaki indeed another masterpiece many said least achievement film making due part certain weirdness factor true moral insight quite evident previous film front picture ponyo difficult understand comprehend idea believe make child movie suitable adult kid complicated accomplished perfectly also lose substance along way reason get besides film engrossing start way presented beautiful left awe time remembered hand drawn miyazaki enlightened happy seeing film since saw back another film missed everything ponyo absolutely stunning breathtaking even music pure perfection bad thing say english dubbing get wrong good seen ponyo week came nationally believed part wish kept japanese dialogue though enjoy english way everyone see ponyo absolutely flawless another league film making altogether finally hold surprised ponyo got best picture nomination film nominated good,1
"I watched this last night after not having seen it for several years. It really is a fun little film, with a bunch of faces you didn't know were in it. Arkin shines as always. Check it out; you won't be dissappointed. By the way, it was just released on DVD and contrary to its packaging, it IS widescreen. The transfer is rather poor, but at least the WHOLE movie is visible. ;-)",watched last night seen several year really fun little film bunch face know arkin shine always check dissappointed way released dvd contrary packaging widescreen transfer rather poor least whole movie visible,1
"Elvis has left the building and he's lucky because he didn't have to watch this unfunny stinker. Scene after scene director Joel Zwick finds ways to make an unfunny script even less amusing. Filled with unfunny deaths, trite gay characteratures, and hack jokes, this film is more desperate than amusing. This is the sort of film that makes one hope Kim Basinger follows Doris Day into premature retirement. Let us remember her the way she was (talented) and not what she's become. David Leisure, the delicious Dennis Richards and the rest are all wasted talents here. Zwick finds a way to minimize their talents at every turn. The guy playing Elvis sounds more like Gomer than the King.The only really good bit of casting is the young girl who plays Basinger as a preteen. She really looks like her and is actually pretty good. The only other reason to watch this film at all is to look for the Tom Hanks cameo. The cameo isn't all that funny, but at least its not painful. One has to wonder if Zwick has incriminating pictures of Hanks or something that would make him do this movie.",elvis left building lucky watch unfunny stinker scene scene director joel zwick find way make unfunny script even less amusing filled unfunny death trite gay characteratures hack joke film desperate amusing sort film make one hope kim basinger follows doris day premature retirement let u remember way talented become david leisure delicious dennis richards rest wasted talent zwick find way minimize talent every turn guy playing elvis sound like gomer king really good bit casting young girl play basinger preteen really look like actually pretty good reason watch film look tom hank cameo cameo funny least painful one wonder zwick incriminating picture hank something would make movie,0
"Saw this in the theater in '86 and fell out of my chair laughing more than once. ""Beirut""...""What do you know about Beirut?""...""Beirut...he's the best damn baseball that ever lived.""<br /><br />You know how it's going to end but it has a great time getting there. The training scenes are very funny but the best scene may be the one when Jack and Reno are attempting to watch the Falcons v. Vikings Monday Night Football game while attempting a make-up dinner with their wives.<br /><br />Williams and Russell seem to have a lot of fun with this one and it's too bad that it's overlooked as a top notch comedy.",saw theater fell chair laughing beirut know beirut beirut best damn baseball ever lived know going end great time getting training scene funny best scene may one jack reno attempting watch falcon viking monday night football game attempting make dinner wife williams russell seem lot fun one bad overlooked top notch comedy,1
"Ever since I heard of the Ralph Bakshi version of ""The Lord of the Rings"" I wondered: What the hell is 'rotoscope' animation?!!! Well... I finally found out... I saw this movie about three years ago not having any idea who Ralph Bakshi is... And I liked it... a lot... Very good story line... it even has a little character development which is great for a cartoon... See it if you get bored with contemporary animation.... Don't get me wrong... I'm not saying it's just a nice cartoon... It's a pretty good movie too...",ever since heard ralph bakshi version lord ring wondered hell rotoscope animation well finally found saw movie three year ago idea ralph bakshi liked lot good story line even little character development great cartoon see get bored contemporary animation get wrong saying nice cartoon pretty good movie,1
